ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
TK-243201,2025-07-31 18:38,2025-07-31 18:44,2025-07-31 13:20,resolved,chat,C105049,VR897446,VA-SW-FIT,Product Enquiry,High,Chat Frontline,A3013,0,,,,N,"This is very disappointing.  I bought the fit band on July 27. will this survive a shower. I want a replacement or refund, nothing else.",compatibility query | shared compatibility info -> query answered,legacy_fd
TK-243202,2025-07-31 21:21,2025-07-31 22:39,2025-07-31 17:29,resolved,voice,C107359,VR902328,VA-EB-PL2,Product Enquiry,Normal,Voice Frontline,A3016,0,4,,,N,does pulse 2 buds work with iPhone,Query answered. Issue: pre-sales query. Shared compatibility info.,legacy_fd
TK-243203,2025-07-31 23:06,2025-07-31 23:06,2025-07-31 18:12,resolved,chat,C100201,,VA-EB-AIR,Connectivity,Normal,Chat Frontline,A3018,1,3,,,N,"it connects for a second & then vanishes from the device list
kindly look into it","reported: unable to pair with phone. walked through forget + re-pair. transferred to email frontline. re-pair successful, resolved on chat. cx satisfied on chat. (sop 2.7)",legacy_fd
TK-243204,2025-07-31 23:31,2025-08-01 23:11,2025-08-02 22:32,resolved,email,C107942,VR893742,VA-EB-PL1,Warranty & Repair,High,Escalations & Warranty,A3041,0,,2249,GW-OTHER,N,"Got Pulse earbuds from Amazon last week. Service centre took it, now silence. I emailed twice. Nothing changed. Need this sorted this week. Thanks",warranty claim status | checked rma status -> refunded rs 2249,legacy_fd
TK-243206,2025-08-01 07:45,2025-08-01 07:48,2025-08-01 02:41,resolved,chat,C107997,VR884946,VA-SW-NX2,Connectivity,Normal,Chat Frontline,A3012,0,,,,N,"hey
not pairing with my phone
??","Ticket raised for unable to pair with phone. Asked cx to reset the device. Re-pair successful, rslvd on chat.",legacy_fd
TK-243207,2025-08-01 09:43,2025-08-01 18:54,2025-08-01 13:46,closed,social,C107507,VR904264,VA-EB-PL2,App & Firmware,High,Chat Frontline,A3010,0,,,,N,"hello
update failed and now it won't turn on
the pulse 2 earbuds
??",update hang | checked fw 2.3.5 rollout -> recovery successful [closed],legacy_fd
TK-243208,2025-08-01 09:56,2025-08-01 17:17,2025-08-01 11:59,resolved,email,C103070,,VA-EB-PL2,Billing & Payments,High,Billing,A3032,0,,,,N,Not acceptable at this price.  Ordered the Pulsse 2 earbuds recently. pls share invoice w/ GST number. I already checked orders page. Escalate this to someone senior,customer reached out - gst invoice request. regenerated invoice. invoice emailed.,legacy_fd
TK-243209,2025-08-01 12:21,2025-08-01 14:02,2025-08-01 08:57,resolved,email,C100607,VR890841,VA-EB-PL2,Billing & Payments,High,Billing,A3033,0,,2799,DUP-PAYMENT,N,"Product: Pulse 2
Order: VR890841
Purchased: 01/08
Issue: double payment deducted
Tried: waited a week
Expected: refund",Full refund processed (2799). Issue: double charge. conf UTRs. ~Thomas,legacy_fd
TK-243210,2025-08-01 12:46,2025-08-01 12:51,2025-08-01 07:38,resolved,chat,C100385,,VA-SW-NX2,Account & Login,Normal,Chat Frontline,A3009,0,4,,,N,your site keeps saying it sent me a code and my phone disagrees,account unlocked,legacy_fd
TK-243212,2025-08-01 13:28,2025-08-01 13:30,2025-08-01 08:25,resolved,chat,C104732,VR884783,VA-EB-PL1,Charging & Battery,Normal,Chat Frontline,A3009,0,,,,N,"hey, orrdered pulse earbuds a month ago. the promised 40 hours is nowhere close, i get maybe 2. i updated the app. nothing changed. really frustrating. please advise",-,legacy_fd
TK-243213,2025-08-01 13:36,2025-08-01 16:47,2025-08-01 11:46,resolved,email,C106763,VR884042,VA-SW-NX1,Billing & Payments,Normal,Billing,A3033,0,,4999,RETURN-QC-OK,N,"hii
you picked up the iteem 7 days ago and my money hasn't come back
the nexa smartwatch VR884042",cx states rfnd delay. chk rfnd status on PG. Full rfnd processed (4999). Follow-up not required. ~Thomas,legacy_fd
TK-243214,2025-08-01 18:36,2025-08-01 19:40,2025-08-01 14:19,resolved,social,C102314,,VA-NB-ARC,Billing & Payments,High,Billing,A3032,0,,,,N,"hey
discount was not applied at checkout
arc neckband
kindly do teh needful","ticket raised for discount not applied. checked coupon validity. advised coupon terms, resolved.",legacy_fd
TK-243215,2025-08-01 19:52,2025-08-01 21:02,2025-08-06 16:04,resolved,email,C102787,,VA-SW-NX2,Other,Normal,Email Frontline,A3021,0,,,,N,"I have to tap ten times for one swipe to register
please call me on my registered number","1. unresposive display
2. walked through hard reset
3. escalated to warranty",legacy_fd
TK-243216,2025-08-01 20:03,2025-08-01 20:07,2025-08-01 15:01,resolved,chat,C107971,,VA-EB-PL2,Connectivity,Normal,Chat Frontline,A3008,0,,,,N,"Hi, Ordered pulse 2 buds around Diwali. Bluetooth pairing fails every time. I forgot the device and tried again. Nothing changed. What do I do now? Thank you, Faisal","device not discoverable | checked phone os version -> re-pair successful, resolved on chat [closed]",legacy_fd
TK-243217,2025-08-01 21:39,2025-08-01 21:40,2025-08-01 16:22,resolved,chat,C100789,VR907209,VA-NB-ARC,Audio Quality,Normal,Chat Frontline,A3011,0,3,,,N,"Pathetic experience honestly. Arc neckband purchased last week, order VR907209. static noise when playing music. I alrready tried different apps. Fix this or I am posting on twitter.","Advised EQ reset, resolved. Issue: crackling/distortion. chk FW. ~Divya",legacy_fd
TK-243218,2025-08-01 22:44,2025-08-01 23:35,2025-08-01 18:21,resolved,email,C106233,VR887419,VA-EB-PL1,Billing & Payments,Normal,Billing,A3034,0,,,,N,"Dear Sir/Madam,

I am writing w/ reference to my order of my Pulse (VR887419) placed on July 22.  Your ad said 20% off & the cart says full price. I have tried in caps. I request u to process a refund to my original payment method.

Yours faithfully,
Snehha Jain
Delhi","Cx says coupon not applied. Checked cart eligibility. Advised coupon terms, resolved. Follow-up not required.",legacy_fd
TK-243219,2025-08-02 03:41,2025-08-02 03:53,2025-08-01 22:32,resolved,chat,C105423,,VA-SP-ORB,Billing & Payments,Normal,Billing,A3028,1,,,,N,"hello, bought the orbit smart speaker around 14 jun from vireo.in. my company accounts team is asking for the tax bill. i checked orders page. nothing changed. waiting for your reply. thanks in advance saanvi iyer",Cuts contacted re invoice query. Updated GSITN on order. xfer to Logistics. Invoice emailed.,legacy_fd
TK-243221,2025-08-02 09:27,2025-08-02 09:33,2025-08-02 04:27,resolved,chat,C106993,VR883656,VA-EB-PL2,Billing & Payments,Normal,Billing,A3035,0,3,,,N,my company accounts team is asking for the tax bill - VR883656,Invoice emailed. Issue: GST invoice request. Updated GSTIN on order.,legacy_fd
TK-243223,2025-08-02 09:32,2025-08-02 11:58,2025-08-02 06:46,resolved,voice,C100708,,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3028,0,1,,,N,"dear team, i bought pulse 2 buds on july 27.  order not delivered, tracking not updating. i checked the tracking page daily. nothing changed. really frustrating. i wnt a replacement.","Reported: shipment not received. Riased tiket with courier partner. RTO confirmed, reshipped.",legacy_fd
TK-243224,2025-08-02 10:01,2025-08-02 10:15,2025-08-05 05:10,resolved,chat,C109012,VR887722,VA-SP-ORB,Delivery & Shipping,Normal,Logistics,A3029,0,1,,,N,"Hi, This is reegarding the Orbit smart speaker. Tracking has said out for delivery for a week now. Need this sorted this week. Regards Ananya Tiwari",Customer states order not delivered. Checked AWB with courier. Refund initiated as lost in transit. ~Kavya,legacy_fd
TK-243226,2025-08-02 11:10,2025-08-02 17:15,2025-08-02 12:03,resolved,email,C100065,VR900164,VA-EB-AIR,Charging & Battery,Normal,Email Frontline,A3020,0,,,,N,"this is regarding the airlite buds. the l bud is basically a paperweight now, r is fine. i removed and reinserted it 10 times. i want a replacement. rgds zoya chauhan",left bud not charging | tested w/ cx on call -> advised to observe for 48h & revert,legacy_fd
TK-243227,2025-08-02 11:11,2025-08-02 12:17,2025-08-02 07:05,resolved,social,C102337,VR902308,VA-AC-CBL,Other,Normal,Chat Frontline,A3012,0,,319,CANCEL,N,"sir ji
please cancel, ordered by mistake
bahut pareshan hu
braided cable vr902308
help",Cust contacted re cancel ord. chk shipment status. Full refund processed (319).,legacy_fd
TK-243228,2025-08-02 11:35,2025-08-02 11:35,2025-08-02 06:22,closed,chat,C103472,VR892630,VA-EB-PL2,Billing & Payments,Normal,Billing,A3035,0,5,,,N,"need GST invoice for my order, VR892630",Invoice emailed. Issue: invoice not downloading. Updated GSTIN on ord.,legacy_fd
TK-243229,2025-08-02 12:01,2025-08-02 12:29,2025-08-02 07:26,resolved,chat,C108800,,VA-EB-PL2,App & Firmware,Normal,Chat Frontline,A3009,0,,,,N,"Really frustrating.  This is regarding my Pulse 2. it connects for a second and then vanishes from the device list. I already tried on another phone. I want a replacement or refund, nothing else.",resolved on call,legacy_fd
TK-243230,2025-08-02 12:14,2025-08-02 13:37,2025-08-02 08:33,resolved,email,C107143,VR897881,VA-SW-NX2,App & Firmware,Normal,Email Frontline,A3020,0,,,,N,"Hi team, Got my Nexa 2 watch from Amazon 2 weeks ago.  After the update prompt it went dark & never came back. I want a replacement. Thanks",update hang | asked cx to keep in case 30 min -> update completed after retry,legacy_fd
TK-243231,2025-08-02 12:32,2025-08-02 12:36,2025-08-02 07:20,resolved,chat,C108068,VR881186,VA-EB-AIR,Other,Normal,Chat Frontline,A3006,0,5,764,CANCEL,N,"hello
cancel order vr881186",cancelled [closed],legacy_fd
TK-243232,2025-08-02 12:37,2025-08-02 12:38,2025-08-02 07:27,resolved,chat,C106266,,VA-EB-PL2,Product Enquiry,Normal,Chat Frontline,A3015,0,4,,,N,"To the Vireo Customer Care Team,

I am writing with reference to my order of my Pulse 2 placed on August 01. Will this survive a shower. I request you to kindly arrange a replacement.

Regards,
Nikhil Desai
Surat",issue: compatibility query | shared compatibility info -> query answered,legacy_fd
TK-243234,2025-08-02 15:03,2025-08-02 16:05,2025-08-05 12:30,resolved,social,C109227,VR884484,VA-SP-MINI,Warranty & Repair,Normal,Escalations & Warranty,A3044,0,2,,,Y,"hey
completely dead since the power cut last night",resolved on call,legacy_fd
TK-243235,2025-08-02 16:01,2025-08-02 16:15,2025-08-02 10:57,resolved,chat,C106117,,VA-EB-AIR,Audio Quality,Normal,Chat Frontline,A3005,0,3,,,N,people cannot hear me on calls - how do i get this fixed?,Contact re low mic pkp. Tested on call with cx. FW update adv. -ZK,legacy_fd
TK-243236,2025-08-02 16:09,2025-08-02 18:17,2025-08-02 13:17,resolved,email,C108395,VR900129,VA-HP-ST3,Billing & Payments,High,Billing,A3033,0,3,6999,DUP-PAYMENT,N,"Hi there,
Got my Strata 3 headphones from Flipkart 2 weeks ago. Double payment deducted.
I checked w/ bank. Nothng changed.
I want a replacement.
Thank you, Zoya",Cust contacted re double charge. chk PG for duplicate txn. Full refund processed (6999). Cx informed. ~Thomas,legacy_fd
TK-243237,2025-08-02 17:55,2025-08-02 17:58,2025-08-02 12:54,resolved,chat,C102337,VR902308,VA-AC-CBL,Billing & Payments,High,Billing,A3033,0,1,319,DUP-PAYMENT,N,my bank says rs 6499 went to you but your site says i haave no orders. vr902308,re: amount deducted without order | asked for utr -> refund of rs 319 initated to source ~Thomas,legacy_fd
TK-243238,2025-08-02 18:11,2025-08-02 18:13,2025-08-02 13:02,resolved,chat,C108411,VR905320,VA-EB-PL2,Billing & Payments,High,Billing,A3032,0,,,,N,"This is regarding pulse 2 buds. I was promised a discount on the call, invoice shows none. I tried on app and website. Please call me on my registered number. Thanks & regards,","reported: coupon not applied. checked coupon validity. advised coupon terms, resolved.",legacy_fd
TK-243239,2025-08-02 20:03,2025-08-02 20:10,2025-08-02 15:06,resolved,voice,C100566,,VA-HP-ST2,Connectivity,Normal,Voice Frontline,A3024,0,,,,N,bluetooth keeps cutting out,Reported: connection dropping. chk FW 3.2.9. FW update resolved.,legacy_fd
TK-243241,2025-08-02 20:08,2025-08-02 20:18,2025-08-02 15:14,resolved,chat,C100893,VR906544,VA-EB-PL2,Billing & Payments,High,Billing,A3032,0,,3324,DUP-PAYMENT,N,"hello
i was charged twice for one order
pulse 2 VR906544",charged twice | confirmed utrs -> full refund processed (3324),legacy_fd
TK-243242,2025-08-02 21:17,2025-08-02 22:44,2025-08-02 17:25,resolved,email,C105233,VR883416,VA-AC-CH65,Product Enquiry,Low,Email Frontline,A3017,0,3,,,N,"Got the GaN charger form Amazon around Diwali. Before I buy - will this talk to a 2019 Samsung.
How do I get this fixed?",cx: compatibility query | shared compatibility ifo -> query answered,legacy_fd
TK-243243,2025-08-02 21:41,2025-08-03 00:43,2025-08-05 19:32,resolved,email,C104311,,VA-SW-NX2,Other,Normal,Email Frontline,A3016,0,,,,N,the courir marked it delivered but nobody in my house got anything,Ticket raised for shipment not received. conf adress w/ cx. rfnd initiated as lost in transit.,legacy_fd
TK-243244,2025-08-03 06:15,2025-08-03 11:32,2025-08-04 06:34,resolved,email,C105628,,VA-EB-PL2,Delivery & Shipping,High,Logistics,A3030,0,,,,Y,"This is very disappointing.  Ordered Pulse 2 3 weeks back. the parcel looked like it was kicked here from the warehouse, and the unit has a crack. I already refused nothing as I didn't notice till later. Fix this or I am posting on twitter.","cx: damaged in transit | photos received, damage confirmed -> refund initiated",legacy_fd
TK-243245,2025-08-03 08:22,2025-08-03 08:29,2025-08-03 03:23,resolved,chat,C107675,VR904048,VA-EB-PL1,App & Firmware,Normal,Chat Frontline,A3028,1,2,,,N,"Hi there, Ordered Pulse earbuds recently. Can't get past the loading screen in the app. I cleared cache. I want a replacement.","Ticket raised for app not opening. Asked for phone model + OS. Transferred to Logistics. Bug logged, workaround shared.",legacy_fd
TK-243246,2025-08-03 10:54,2025-08-03 11:07,2025-08-03 05:49,resolved,chat,C100827,VR893956,VA-NB-ARC,Delivery & Shipping,Normal,Logistics,A3030,0,3,,,N,tracking has said out for delivery for a week now - VR893956,cx: order not delivered | checked awb with courier -> re-shipped from warehouse,legacy_fd
TK-243247,2025-08-03 10:58,2025-08-03 11:01,2025-08-03 05:48,resolved,chat,C104385,VR906155,VA-HP-ST3,Billing & Payments,Normal,Billing,A3034,0,,,,N,"Hello,
Ordered the strata 3 3 weeks back. Coupon code not working.
I tried on app and website. Nothing changed.
Need this sorted this week.",Customer reached out - discount not applied. Checked cart eligibility. Store credit issued. Cx satisfied on chat.,legacy_fd
TK-243249,2025-08-03 12:52,2025-08-03 13:23,2025-08-03 08:09,resolved,voice,C103692,VR905684,VA-HP-ST3,Connectivity,Normal,Voice Frontline,A3026,0,,,,N,"[IVR transcript] Helo Vireo, Ordered the strata 3 recently. Audio keeps disconnecting every few minutes. Waiting for your reply. Please revert",Replacement raised. Issue: BT dropouts. chk interference sources.,legacy_fd
TK-243250,2025-08-03 13:16,2025-08-03 13:19,2025-08-08 08:04,closed,chat,C106402,VR889676,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,A3028,0,,,,Y,"To the Vireo Customer Care Team,

I am writing w/ reference to my order of Nexa 2 (VR889676) placed on July 20. Opened the parcel & it is a completely different thing. I have rechecked my order. I request you to provide a resolution within 3 working days.

Sincerely,
Thomas Menon",Cx says incorrect product shipped. Verified ord vs delivered item photos. rplc unit dispatched.,legacy_fd
TK-243251,2025-08-03 13:46,2025-08-03 15:16,2025-08-03 10:21,resolved,social,C107026,VR880921,VA-EB-PL2,Billing & Payments,High,Billing,A3033,0,,2799,DUP-PAYMENT,N,"Dear Sir/Madam, This is regarding the Pulse 2 earbuds.  Payment was deducted but no order was created. Please help.","issue: payment debited, no ord | chk pg dashboard for txn -> rfnd of rs 2799 initiated to source ~Thomas",legacy_fd
TK-243252,2025-08-03 15:54,2025-08-03 16:25,2025-08-06 11:05,resolved,chat,C106816,VR889359,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,A3027,0,,,,N,"team,
package not delivered even after 9 days
kal se
help","cx reported shipment not received. raised ticket with courier partner. courier confirmed delivery for 04 aug, cx informed.",legacy_fd
TK-243253,2025-08-03 16:12,2025-08-03 17:47,2025-08-03 12:27,resolved,email,C106792,VR894159,VA-SW-NX2,Other,Normal,Email Frontline,A3018,0,,,,N,"Hello,
Got the Nexa 2 from vireo.in 10 days ago.  OTP not coming on my number.
I tried on another browser. Nothing changed.
What do I do now?
Please revert Dev Siddiqui",reported: otp not received. checked number on account. account unlocked. case closed with cx consent.,legacy_fd
TK-243254,2025-08-03 16:22,2025-08-03 16:51,2025-08-03 11:39,resolved,voice,C106786,VR887395,VA-SW-NX2,Billing & Payments,Normal,Billing,A3033,0,4,,,N,[IVR transcript] HI MY BANK SAYS RS 2499 WENT TO YOU BUT YOUR SITE SAYS I HAVE NO ORDERS URGENT,issue: amount deudcted without ord | chk pg dashboard for txn -> auto-rfnd conf within 5-7 days ~Thomas,legacy_fd
TK-243255,2025-08-03 17:07,2025-08-03 18:49,2025-08-06 13:39,resolved,voice,C105454,VR902366,VA-AC-CH65,Returns & Refunds,Normal,Returns Desk,A3038,0,3,,,N,[IVR transcript] not what i expected from vireo. got ur charger from vireo.in 3 weeks back. nobody came for the pickup. i already rescheduled pickup twice. escalate this to someone senior.,"Cust contacted re pickup missed. Checked pickup AWB. Pickup done, refund initiated. Cx satisfied on chat. ~Varun",legacy_fd
TK-243257,2025-08-03 18:18,2025-08-03 18:21,2025-08-03 13:06,resolved,chat,C103407,,VA-EB-PL2,Billing & Payments,High,Billing,A3032,0,4,,,N,invoice not downloading,closed,legacy_fd
TK-243258,2025-08-03 18:23,2025-08-03 18:39,2025-08-04 13:25,resolved,voice,C100734,VR887367,VA-SW-NX1,Other,Low,Voice Frontline,A3024,0,3,,,N,"[IVR transcript] Really frustrating. my Nexa purchased last week, orrder VR887367. package not delivered evn after 5 days. I already checked the tracking page daily. Fix this or I am posting on twitter.",Cx says order not delivered. Confirmed address with cx. rfnd initiated as lost in transit.,legacy_fd
TK-243260,2025-08-03 18:35,2025-08-03 18:40,2025-08-03 13:31,resolved,chat,C105274,VR880290,VA-SP-MINI,Billing & Payments,Normal,Billing,A3032,0,,,,N,"orbit mini purchased 3 weeks back, order vr880290. discount was not applied at checkout. kindly look into it.","ticket raised for discount not applied. checked cart eligibility. advised coupon terms, resolved.",legacy_fd
TK-243262,2025-08-03 20:42,2025-08-03 20:56,2025-08-03 16:00,resolved,voice,C102738,,VA-SW-NX1,Billing & Payments,High,Billing,A3032,0,,2500,DUP-PAYMENT,N,[IVR transcript] hey my bank says rs 3499 went to you but ur site says i hve no orders nexa watch,ticket raised for failed order after payment. asked for utr. full refund processed (2500).,legacy_fd
TK-243264,2025-08-03 20:56,2025-08-03 20:58,2025-08-05 16:01,resolved,chat,C105040,VR898655,VA-SW-NX2,Returns & Refunds,Normal,Returns Desk,A3038,0,3,,,N,the return was accepted but the amount is nowhere in my account,Cust contacted re refund delay. Checked reverse pickup QC status. ARN shared with cx. Follow-up not required. ~Varun,legacy_fd
TK-243265,2025-08-04 08:13,2025-08-04 08:17,2025-08-04 03:16,resolved,voice,C100827,VR893956,VA-NB-ARC,Billing & Payments,High,Billing,A3035,0,,130,DUP-PAYMENT,N,"bhai
two entries of rs 3499 on my statement for one pari of earbuds
please hlp karo
my arc VR893956
kindly do the needflu",Refunded Rs 130. Issue: charged twice. chk PG for duplicate txn.,legacy_fd
TK-243266,2025-08-04 08:35,2025-08-04 15:15,2025-08-04 10:07,resolved,email,C101568,VR908369,VA-HP-ST2,Connectivity,Normal,Email Frontline,A3022,0,,,,Y,"Product: my Strata 2 headphones
Order: VR908369
Purchased: 08-11-2024
Issue: connection drops constantly
Tried: reset both devices
Expected: refund",Customer reached out - BT dropouts. Checked interference sources. Replacement unit dispatched. Cx satisfied on chat.,legacy_fd
TK-243267,2025-08-04 08:40,2025-08-04 08:41,2025-08-04 03:35,closed,chat,C101362,VR893691,VA-SW-NX1,App & Firmware,Low,Chat Frontline,A3015,0,4,,,N,can't get past the loading screen in the app,"app crash on device page | checked app version -> cleared cache, resolved",legacy_fd
TK-243268,2025-08-04 08:46,2025-08-04 16:15,2025-08-04 11:21,resolved,email,C108808,VR881790,VA-HP-ST3,Connectivity,Normal,Email Frontline,A3021,0,4,,,N,"Product: my Strata 3 headphones
Order: VR881790
Purchased: 07 Apr
Issue: the sound stutters whenever my phone is in my pocket
Tried: kept phone in hand
Expected: refund","ticket riased for intermittent disconnects. checked fw 1.8.0. advised, cx will monitor. cx informed.",legacy_fd
TK-243269,2025-08-04 09:14,2025-08-04 09:17,2025-08-04 04:09,resolved,chat,C106547,VR901638,VA-EB-AIR,App & Firmware,Normal,Chat Frontline,A3009,0,4,,,N,"Hi Vireo support,
Got airlite earbuds from vireo.in recently. OTP not coming on my number.
I tried 5 times.
Waiting for your reply.",number updated,legacy_fd
TK-243270,2025-08-04 10:29,2025-08-04 11:08,2025-08-06 06:07,resolved,chat,C105307,VR881341,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3030,0,,,,N,not acceptable at this price. this is regarding pulse2. it has been 8 days and i have nothing in hand. i already called the courier. this is the last time i buy from you.,done,legacy_fd
TK-243271,2025-08-04 11:26,2025-08-04 11:37,2025-08-04 06:20,resolved,chat,C105307,VR881341,VA-EB-PL2,Other,Normal,Chat Frontline,A3009,0,,297,CANCEL,N,"dear sir/madam,

i am writing with reference to my order of my pulse 2 (vr881341) placed on 23 jul.  cancel order vr881341. i have tried cancel button, greyed out. i request you to provide a resolution within 3 working days.

regards,
kabir singh",refund of rs 297 initiated to source,legacy_fd
TK-243272,2025-08-04 11:58,2025-08-04 12:29,,open,voice,C103451,VR909047,VA-SW-NX1,Warranty & Repair,High,Escalations & Warranty,A3043,0,3,,,Y,"screen has a crack bfore I even switched it on
VR909047","unit received damaged | photso received, damage confirmed -> replacement approved, reverse pickup arranged (sop 3.1)",legacy_fd
TK-243273,2025-08-04 13:24,2025-08-04 14:17,2025-08-09 09:13,resolved,email,C108790,VR897841,VA-EB-AIR,Delivery & Shipping,Normal,Logistics,A3027,0,,,,N,"hii
i haven't received my order
the airlite buds VR897841",ticket raised for delivery delayed. confirmed address with cx. re-shipped from warehouse. //HAR,legacy_fd
TK-243274,2025-08-04 14:31,2025-08-04 15:42,2025-08-04 10:29,resolved,voice,C107461,VR891962,VA-SP-ORB,Other,Normal,Voice Frontline,A3024,0,5,,,N,[IVR transcript] Pathetic experience honestly. Ordeer VR891962 (my Orbit). I moved houses yesterday and the order is going to the old flat. I already tried editting in app. Refund. Now.,"cx: address change request | checked dispatch status -> already dispatched, advised to redirect w/ crr",legacy_fd
TK-243275,2025-08-04 14:52,2025-08-04 15:21,2025-08-05 10:08,resolved,chat,C100683,VR889164,VA-HP-ST2,Delivery & Shipping,Normal,Logistics,A3031,0,3,,,N,Bought my Strata 2 headphones around 29 Jul from vireo.in. Package not delivered even after 13 days. I checked the tracking page daily. Notihng changed. Kindly look into it. Rgds,"issue: order not delivered | raised ticket w/ courier partner -> courier confirmed dlvry for 10 aug, cx informed",legacy_fd
TK-243276,2025-08-04 15:36,2025-08-04 16:39,2025-08-09 11:37,resolved,voice,C101473,VR900283,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,A3027,0,4,,,N,"not acceptable at this price. order vr900283 (my nexa 2 watch). it has been 20 days and i have nothing in hand. i already checked with neighbours. i want a replacement or refund, nothing else.",custommer reached out - shipment not received. checked awb with courier. re-shipped fom warehouse. //HAR,legacy_fd
TK-243277,2025-08-04 17:24,2025-08-04 17:28,2025-08-04 12:23,resolved,chat,C109361,VR909577,VA-SW-NX2,Other,Normal,Chat Frontline,A3005,0,3,,,N,"hello
money debited but order not showing","Auto-rfnd conf within 5-7 days. Issue: payment debited, no ord. conf with payment gateway. -ZK",legacy_fd
TK-243278,2025-08-04 18:58,2025-08-04 21:15,2025-08-07 16:19,resolved,voice,C104137,VR906986,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3027,0,4,,,N,[IVR transcript] bhai received the wrong item 10 days ago se my pulse 2,"customer reached out - wrong item delivered. verified order vs delivered item photos. refund issued, cx did not want replacement. //HAR",legacy_fd
TK-243280,2025-08-04 20:21,2025-08-04 20:26,2025-08-04 15:41,resolved,chat,C106226,VR904180,VA-EB-PL1,Charging & Battery,Normal,Chat Frontline,A3011,0,3,,,N,"Hello, Got the Pulse buds frmo vireo.in 10 days ago. The charging case is not charging. I tried wirelses charging pad. Can someone fix this? Regards,",Cust contacted re case not charging. Confirmed case LED dead. esc to warranty. Cx satisfied on chat. ~Divya,legacy_fd
TK-243281,2025-08-04 21:13,2025-08-04 22:04,2025-08-04 16:50,resolved,social,C107097,VR893612,VA-SW-FIT,Other,Normal,Chat Frontline,A3001,0,3,,,N,"entered wrong pincode
VR893612","1. Address update
2. Updated address with courier
3. Already dispatched, advised to redirect with courier ~Reyansh",legacy_fd
TK-243283,2025-08-04 22:33,2025-08-04 23:49,2025-08-09 18:37,resolved,email,C101959,,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3037,0,3,,,N,"product: pulse 2
purchased: july 26
issue: got a different colour than ordeered
tried: rechecked my order
expected: refund",Reverse pkp + correct item shipped. Issue: wrong item delivered. Raised with warehouse.,legacy_fd
TK-243284,2025-08-04 22:53,2025-08-04 23:01,2025-08-05 18:02,resolved,chat,C104917,,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3037,0,,,,N,rfeund was promised 5 days ago and nothing,Refund reprocessed. Issue: refund delay. Checked refund status on PG.,legacy_fd
TK-243285,2025-08-05 04:37,2025-08-05 07:11,2025-08-08 02:01,resolved,email,C101081,,VA-EB-PL1,Delivery & Shipping,High,Logistics,A3030,1,3,,,N,"Hi, I bought teh Pulse buds on 23-07-2025. Received damaged product. Kindly look into it.",unit received damaged | checked with courier for damage claim -> refund initiated,legacy_fd
TK-243286,2025-08-05 08:43,2025-08-05 10:04,2025-08-05 04:45,resolved,email,C108944,VR892759,VA-EB-PL2,Other,Normal,Email Frontline,A3020,0,,,,N,"To the Viroe Customer Caer Team,

I am writing with reference to my order of the Pulse 2 earbudds (VR892759) placed on July 24.  Can I connect two the Pulse 2 earbuds together. I requst you to provide a resolution within 3 working days.

Regards,
Kabir Varghese
Lucknow",issue: product enquiry | shared spec sheet -> cx satisfied,legacy_fd
TK-243287,2025-08-05 09:25,2025-08-05 09:31,2025-08-05 04:29,resolved,chat,C108395,VR900129,VA-HP-ST3,Other,Normal,Chat Frontline,A3007,0,,,,N,static noise when playing music,"1. Static noise in audio
2. Asked for a recording
3. rplc raised [closed]",legacy_fd
TK-243288,2025-08-05 09:39,2025-08-05 09:45,2025-08-05 04:31,resolved,voice,C106168,VR886672,VA-SP-MINI,Charging & Battery,High,Voice Frontline,A3026,0,,,,N,honestly regretting this purchase. this is regarding orbit mini. pressing the button does absolutely nothing. i already tried different socket. escalate this to someone senior.,Replacement raised. Issue: unit dead. Asked cx to try different adaptor.,legacy_fd
TK-243290,2025-08-05 11:48,2025-08-05 15:16,2025-08-05 10:21,closed,email,C102673,VR894587,VA-HP-ST2,App & Firmware,Normal,Email Frontline,A3020,0,1,,,N,"Dear Sir/Madam,

I am writing with reference to my order of my Strata 2 headphones (VR894587) placed on 07/07. The Vireo app keeps crashing. I have reinstalled the app. I request you to provide a resolution within 3 working days.

Sincerely,
Sameer Srivastava","issue: app not opening | asked for phone model + os -> adv beta build, rslvd",legacy_fd
TK-243291,2025-08-05 17:03,2025-08-05 18:29,2025-08-05 13:24,resolved,voice,C101924,VR911019,VA-EB-AIR,App & Firmware,Normal,Voice Frontline,A3024,0,,,,N,"Hi team, This is regarding AirLite. App not openning after update. I renistalled teh app. Please advise. Aawiting response,",cx ok,legacy_fd
